# SPDX-License-Identifier: GPL-3.0-or-later
# DATASET TAG: MACHINE-DIGITIZED (pixel extraction from a published figure; not flight telemetry)
# Artemis I commanded bank angle vs time relative to Entry Interface (EI)
# Source: AAS 24-174 (NTRS 20240000024) Figure 12(a) "Bank Angle vs. Time",
#   blue "Commanded Bank Angle" trace, extracted from the native embedded raster
#   (PDF page 12, xref 402, 1554x1263 px; pure-color image, no antialiasing)
# Method + uncertainty: docs/digitization/artemis1_bank_commanded.md
# Validation: all six AAS 24-174 Table 3 reversal times reproduced within
#   -0.67..-0.07 s (gate +/-2 s); initial segment +14.9 deg consistent with the
#   paper's "pre-selected bank angle command was 0 deg ... limiting the bank
#   command to 15 deg" (p4); independent Figure 19 digitization agrees to
#   0.2-0.7 deg RMS on constant-command segments after correcting Figure 19's
#   own ~5.3-5.8 s epoch lead (a publication inconsistency, see methods doc)
# Uncertainty: amplitude ~+/-1 deg on holds; timing ~+/-1 s; pixel pitch
#   0.947 s/px, 0.374 deg/px
# Sign convention: signed bank EXACTLY as plotted in Figure 12(a). The paper
#   text defines no bank sign convention (pages 3-7 searched verbatim); the
#   physical meaning of the sign is locked only by the Gate-3 crossrange
#   comparison (see docs/gates/). Flagged for OpenReentry [APPROX-ROTATION].
# Columns:
#   time_rel_EI_s     - sample time, 0.5 s grid (nearest-pixel-column sampling,
#                       never interpolated; column pitch 0.947 s)
#   bank_cmd_deg      - commanded bank, signed degrees; EMPTY when flag != ok
#   flag              - ok | gap_occluded (commanded trace hidden under the
#                       actual-bank trace or event line; value withheld, not
#                       interpolated) | transition (vertical step connector in
#                       this pixel column; command steps here)
#   source_col_time_s - exact time of the source pixel column used
# Replay guidance: command is piecewise constant; hold the last 'ok' value
#   through gap_occluded/transition samples.
time_rel_EI_s,bank_cmd_deg,flag,source_col_time_s
862.5,,transition,862.820
863.0,,transition,862.820
863.5,,transition,863.767
864.0,,transition,863.767
864.5,,transition,864.713
865.0,,transition,864.713
865.5,,transition,865.660
866.0,,transition,865.660
866.5,63.89,ok,866.607
867.0,63.89,ok,866.607
867.5,,transition,867.554
868.0,,transition,867.554
868.5,,transition,868.500
869.0,,transition,869.447
869.5,,transition,869.447
870.0,,transition,870.394
870.5,,transition,870.394
871.0,,transition,871.341
871.5,,transition,871.341
872.0,,transition,872.288
872.5,,transition,872.288
873.0,,transition,873.234
873.5,,transition,873.234
874.0,,transition,874.181
874.5,,transition,874.181
875.0,,transition,875.128
875.5,,transition,875.128
876.0,,transition,876.075
876.5,,transition,876.075
877.0,,transition,877.021
877.5,,transition,877.968
878.0,,transition,877.968
878.5,,transition,878.915
879.0,,transition,878.915
879.5,,transition,879.862
880.0,,transition,879.862
880.5,,transition,880.809
881.0,,transition,880.809
881.5,,transition,881.755
882.0,,transition,881.755
882.5,,transition,882.702
883.0,,transition,882.702
883.5,,transition,883.649
884.0,,transition,883.649
884.5,,transition,884.596
885.0,,transition,884.596
885.5,,transition,885.542
886.0,,transition,885.542
886.5,,transition,886.489
887.0,,transition,887.436
887.5,,transition,887.436
888.0,,transition,888.383
888.5,,transition,888.383
889.0,,transition,889.330
889.5,,transition,889.330
890.0,,transition,890.276
890.5,,transition,890.276
891.0,,transition,891.223
891.5,,transition,891.223
892.0,,transition,892.170
892.5,,transition,892.170
893.0,,transition,893.117
893.5,,transition,893.117
894.0,,transition,894.063
894.5,,transition,894.063
895.0,,transition,895.010
895.5,,transition,895.957
896.0,,transition,895.957
896.5,,transition,896.904
897.0,,transition,896.904
897.5,,transition,897.850
898.0,,transition,897.850
898.5,,transition,898.797
899.0,,transition,898.797
899.5,,transition,899.744
900.0,,transition,899.744
900.5,,transition,900.691
901.0,,transition,900.691
901.5,,transition,901.638
902.0,,transition,901.638
902.5,,transition,902.584
903.0,,transition,902.584
903.5,,transition,903.531
904.0,,transition,903.531
904.5,,transition,904.478
905.0,,transition,905.425
905.5,,transition,905.425
906.0,,transition,906.371
906.5,,transition,906.371
907.0,-74.84,ok,907.318
907.5,-74.84,ok,907.318
908.0,-74.84,ok,908.265
908.5,-74.84,ok,908.265
909.0,-74.84,ok,909.212
909.5,-74.84,ok,909.212
910.0,-74.84,ok,910.159
910.5,-74.84,ok,910.159
911.0,-74.84,ok,911.105
911.5,-74.84,ok,911.105
912.0,-74.84,ok,912.052
912.5,-74.84,ok,912.052
913.0,-74.84,ok,912.999
913.5,-74.84,ok,913.946
914.0,-74.84,ok,913.946
914.5,-74.84,ok,914.892
915.0,-74.84,ok,914.892
915.5,-74.84,ok,915.839
916.0,-74.84,ok,915.839
916.5,-74.84,ok,916.786
917.0,-74.84,ok,916.786
917.5,-74.84,ok,917.733
918.0,-74.84,ok,917.733
918.5,-74.84,ok,918.680
919.0,-74.84,ok,918.680
919.5,-74.84,ok,919.626
920.0,-74.84,ok,919.626
920.5,-74.84,ok,920.573
921.0,-74.84,ok,920.573
921.5,-74.84,ok,921.520
922.0,-74.84,ok,922.467
922.5,-74.84,ok,922.467
923.0,-74.84,ok,923.413
923.5,-74.84,ok,923.413
924.0,-74.84,ok,924.360
924.5,-74.84,ok,924.360
925.0,-74.84,ok,925.307
925.5,-74.84,ok,925.307
926.0,-74.84,ok,926.254
926.5,-74.84,ok,926.254
927.0,-74.84,ok,927.201
927.5,-74.84,ok,927.201
928.0,-74.84,ok,928.147
928.5,-74.84,ok,928.147
929.0,-74.84,ok,929.094
929.5,-74.84,ok,929.094
930.0,-74.84,ok,930.041
930.5,-74.84,ok,930.041
931.0,-74.84,ok,930.988
931.5,-74.84,ok,931.934
932.0,-74.84,ok,931.934
932.5,-74.84,ok,932.881
933.0,-74.84,ok,932.881
933.5,-74.84,ok,933.828
934.0,-74.84,ok,933.828
934.5,-74.84,ok,934.775
935.0,-74.84,ok,934.775
935.5,-74.84,ok,935.722
936.0,-74.84,ok,935.722
936.5,-74.84,ok,936.668
937.0,-74.84,ok,936.668
937.5,-74.84,ok,937.615
938.0,-74.84,ok,937.615
938.5,-74.84,ok,938.562
939.0,-74.84,ok,938.562
939.5,-74.84,ok,939.509
940.0,-74.84,ok,940.455
940.5,-74.84,ok,940.455
941.0,-74.84,ok,941.402
941.5,-74.84,ok,941.402
942.0,-74.84,ok,942.349
942.5,-74.84,ok,942.349
943.0,-74.84,ok,943.296
943.5,-74.84,ok,943.296
944.0,-74.84,ok,944.242
944.5,-74.84,ok,944.242
945.0,-74.84,ok,945.189
945.5,-74.84,ok,945.189
946.0,-74.84,ok,946.136
946.5,-74.84,ok,946.136
947.0,-74.84,ok,947.083
947.5,-74.84,ok,947.083
948.0,-74.84,ok,948.030
948.5,-74.84,ok,948.030
949.0,,gap,948.976
949.5,,gap,949.923
950.0,,gap,949.923
950.5,,gap,950.870
951.0,,gap,950.870
951.5,-74.84,ok,951.817
952.0,-74.84,ok,951.817
952.5,-74.84,ok,952.763
953.0,-74.84,ok,952.763
953.5,-74.84,ok,953.710
954.0,-74.84,ok,953.710
954.5,-74.84,ok,954.657
955.0,-74.84,ok,954.657
955.5,-74.84,ok,955.604
956.0,-74.84,ok,955.604
956.5,-74.84,ok,956.551
957.0,-74.84,ok,956.551
957.5,-74.84,ok,957.497
958.0,-74.84,ok,958.444
958.5,-74.84,ok,958.444
959.0,-74.84,ok,959.391
959.5,-74.84,ok,959.391
960.0,-74.84,ok,960.338
960.5,-74.84,ok,960.338
961.0,-74.84,ok,961.284
961.5,-74.84,ok,961.284
962.0,-74.84,ok,962.231
962.5,-74.84,ok,962.231
963.0,-74.84,ok,963.178
963.5,-74.84,ok,963.178
964.0,-74.84,ok,964.125
964.5,-74.84,ok,964.125
965.0,-74.84,ok,965.072
965.5,-74.84,ok,965.072
966.0,-74.84,ok,966.018
966.5,-74.84,ok,966.965
967.0,-74.84,ok,966.965
967.5,-74.84,ok,967.912
968.0,-74.84,ok,967.912
968.5,-74.84,ok,968.859
969.0,-74.84,ok,968.859
969.5,-74.84,ok,969.805
970.0,-74.84,ok,969.805
970.5,-74.84,ok,970.752
971.0,-74.84,ok,970.752
971.5,-74.84,ok,971.699
972.0,-74.84,ok,971.699
972.5,-74.84,ok,972.646
973.0,-74.84,ok,972.646
973.5,-74.84,ok,973.593
974.0,-74.84,ok,973.593
974.5,-74.84,ok,974.539
975.0,-74.84,ok,974.539
975.5,-74.84,ok,975.486
976.0,-74.84,ok,976.433
976.5,-74.84,ok,976.433
977.0,-74.84,ok,977.380
977.5,-74.84,ok,977.380
978.0,-74.84,ok,978.326
978.5,-74.84,ok,978.326
979.0,-74.84,ok,979.273
979.5,-74.84,ok,979.273
980.0,-74.84,ok,980.220
980.5,-74.84,ok,980.220
981.0,-74.84,ok,981.167
981.5,-74.84,ok,981.167
982.0,-74.84,ok,982.114
982.5,-74.84,ok,982.114
983.0,-74.84,ok,983.060
983.5,-74.84,ok,983.060
984.0,-74.84,ok,984.007
984.5,-74.84,ok,984.954
985.0,-74.84,ok,984.954
985.5,-74.84,ok,985.901
986.0,-74.84,ok,985.901
986.5,-74.84,ok,986.847
987.0,-74.84,ok,986.847
987.5,-74.84,ok,987.794
988.0,-74.84,ok,987.794
988.5,-74.84,ok,988.741
989.0,-74.84,ok,988.741
989.5,-74.84,ok,989.688
990.0,-74.84,ok,989.688
990.5,-74.84,ok,990.634
991.0,-74.84,ok,990.634
991.5,-74.84,ok,991.581
992.0,-74.84,ok,991.581
992.5,-74.84,ok,992.528
993.0,-74.84,ok,992.528
993.5,-74.84,ok,993.475
994.0,-74.84,ok,994.422
994.5,-74.84,ok,994.422
995.0,-74.84,ok,995.368
995.5,-74.84,ok,995.368
996.0,-74.84,ok,996.315
996.5,-74.84,ok,996.315
997.0,-74.84,ok,997.262
997.5,-74.84,ok,997.262
998.0,-74.84,ok,998.209
998.5,-74.84,ok,998.209
999.0,-74.84,ok,999.155
999.5,-74.84,ok,999.155
1000.0,-74.84,ok,1000.102
1000.5,-74.84,ok,1000.102
1001.0,-74.84,ok,1001.049
1001.5,-74.84,ok,1001.049
1002.0,-74.84,ok,1001.996
1002.5,-74.84,ok,1002.943
1003.0,-74.84,ok,1002.943
1003.5,-74.84,ok,1003.889
1004.0,-74.84,ok,1003.889
1004.5,-74.84,ok,1004.836
1005.0,-74.84,ok,1004.836
1005.5,-74.84,ok,1005.783
1006.0,-74.84,ok,1005.783
1006.5,-74.84,ok,1006.730
1007.0,-74.84,ok,1006.730
1007.5,-74.84,ok,1007.676
1008.0,-74.84,ok,1007.676
1008.5,-74.84,ok,1008.623
1009.0,-74.84,ok,1008.623
1009.5,-74.84,ok,1009.570
1010.0,-74.84,ok,1009.570
1010.5,-74.84,ok,1010.517
1011.0,-74.84,ok,1011.464
1011.5,-74.84,ok,1011.464
1012.0,-74.84,ok,1012.410
1012.5,-74.84,ok,1012.410
1013.0,-74.84,ok,1013.357
1013.5,-74.84,ok,1013.357
1014.0,-74.84,ok,1014.304
1014.5,-74.84,ok,1014.304
1015.0,-74.84,ok,1015.251
1015.5,-74.84,ok,1015.251
1016.0,-74.84,ok,1016.197
1016.5,-74.84,ok,1016.197
1017.0,-74.84,ok,1017.144
1017.5,-74.84,ok,1017.144
1018.0,-74.84,ok,1018.091
1018.5,-74.84,ok,1018.091
1019.0,-74.84,ok,1019.038
1019.5,-74.84,ok,1019.038
1020.0,-74.84,ok,1019.985
1020.5,-74.84,ok,1020.931
1021.0,-74.84,ok,1020.931
1021.5,-74.84,ok,1021.878
1022.0,-74.84,ok,1021.878
1022.5,-74.84,ok,1022.825
1023.0,-74.84,ok,1022.825
1023.5,-74.84,ok,1023.772
1024.0,-74.84,ok,1023.772
1024.5,-74.84,ok,1024.718
1025.0,-74.84,ok,1024.718
1025.5,-74.84,ok,1025.665
1026.0,-74.84,ok,1025.665
1026.5,-74.84,ok,1026.612
1027.0,-74.84,ok,1026.612
1027.5,-74.84,ok,1027.559
1028.0,-74.84,ok,1027.559
1028.5,-74.84,ok,1028.505
1029.0,-74.84,ok,1029.452
1029.5,-74.84,ok,1029.452
1030.0,-74.84,ok,1030.399
1030.5,-74.84,ok,1030.399
1031.0,-74.84,ok,1031.346
1031.5,-74.84,ok,1031.346
1032.0,-74.84,ok,1032.293
1032.5,-74.84,ok,1032.293
1033.0,-74.84,ok,1033.239
1033.5,-74.84,ok,1033.239
1034.0,-74.84,ok,1034.186
1034.5,-74.84,ok,1034.186
1035.0,-74.84,ok,1035.133
1035.5,-74.84,ok,1035.133
1036.0,-74.84,ok,1036.080
1036.5,-74.84,ok,1036.080
1037.0,-74.84,ok,1037.026
1037.5,-74.84,ok,1037.973
1038.0,-74.84,ok,1037.973
1038.5,-74.84,ok,1038.920
1039.0,-74.84,ok,1038.920
1039.5,-74.84,ok,1039.867
1040.0,-74.84,ok,1039.867
1040.5,-74.84,ok,1040.814
1041.0,-74.84,ok,1040.814
1041.5,-74.84,ok,1041.760
1042.0,-74.84,ok,1041.760
1042.5,-74.84,ok,1042.707
1043.0,-74.84,ok,1042.707
1043.5,-74.84,ok,1043.654
1044.0,-74.84,ok,1043.654
1044.5,-74.84,ok,1044.601
1045.0,-74.84,ok,1044.601
1045.5,-74.84,ok,1045.547
1046.0,-74.84,ok,1045.547
1046.5,-74.84,ok,1046.494
1047.0,-74.84,ok,1047.441
1047.5,-74.84,ok,1047.441
1048.0,-74.84,ok,1048.388
1048.5,-74.84,ok,1048.388
1049.0,-74.84,ok,1049.335
1049.5,-74.84,ok,1049.335
1050.0,-74.84,ok,1050.281
1050.5,-74.84,ok,1050.281
1051.0,-74.84,ok,1051.228
1051.5,-74.84,ok,1051.228
1052.0,-74.84,ok,1052.175
1052.5,-74.84,ok,1052.175
1053.0,-74.84,ok,1053.122
1053.5,-74.84,ok,1053.122
1054.0,-74.84,ok,1054.068
1054.5,-74.84,ok,1054.068
1055.0,-74.84,ok,1055.015
1055.5,-74.84,ok,1055.962
1056.0,-74.84,ok,1055.962
1056.5,-74.84,ok,1056.909
1057.0,-74.84,ok,1056.909
1057.5,-74.84,ok,1057.856
1058.0,-74.84,ok,1057.856
1058.5,-74.84,ok,1058.802
1059.0,-74.84,ok,1058.802
1059.5,-74.84,ok,1059.749
1060.0,-74.84,ok,1059.749
1060.5,-74.84,ok,1060.696
1061.0,-74.84,ok,1060.696
1061.5,-74.84,ok,1061.643
1062.0,-74.84,ok,1061.643
1062.5,-74.84,ok,1062.589
1063.0,-74.84,ok,1062.589
1063.5,-74.84,ok,1063.536
1064.0,-74.84,ok,1063.536
1064.5,-74.84,ok,1064.483
1065.0,-74.84,ok,1065.430
1065.5,-74.84,ok,1065.430
1066.0,-74.84,ok,1066.377
1066.5,-74.84,ok,1066.377
1067.0,-74.84,ok,1067.323
1067.5,-74.84,ok,1067.323
1068.0,,gap,1068.270
1068.5,,gap,1068.270
1069.0,,gap,1069.217
1069.5,,gap,1069.217
1070.0,,gap,1070.164
1070.5,,gap,1070.164
1071.0,-74.84,ok,1071.110
1071.5,-74.84,ok,1071.110
1072.0,-74.84,ok,1072.057
1072.5,-74.84,ok,1072.057
1073.0,,gap,1073.004
1073.5,,gap,1073.951
1074.0,,gap,1073.951
1074.5,,gap,1074.897
1075.0,,gap,1074.897
1075.5,-74.84,ok,1075.844
1076.0,-74.84,ok,1075.844
1076.5,-74.84,ok,1076.791
1077.0,-74.84,ok,1076.791
1077.5,-74.84,ok,1077.738
1078.0,-74.84,ok,1077.738
1078.5,-74.84,ok,1078.685
1079.0,-74.84,ok,1078.685
1079.5,-74.84,ok,1079.631
1080.0,-74.84,ok,1079.631
1080.5,-74.84,ok,1080.578
1081.0,-74.84,ok,1080.578
1081.5,-74.84,ok,1081.525
1082.0,,gap,1082.472
1082.5,,gap,1082.472
1083.0,,gap,1083.418
1083.5,,gap,1083.418
1084.0,,gap,1084.365
1084.5,,gap,1084.365
1085.0,-74.84,ok,1085.312
1085.5,-74.84,ok,1085.312
1086.0,-74.84,ok,1086.259
1086.5,-74.84,ok,1086.259
1087.0,-74.84,ok,1087.206
1087.5,-74.84,ok,1087.206
1088.0,,gap,1088.152
1088.5,,gap,1088.152
1089.0,,gap,1089.099
1089.5,,gap,1089.099
1090.0,,gap,1090.046
1090.5,,gap,1090.046
1091.0,-74.84,ok,1090.993
1091.5,-74.84,ok,1091.939
1092.0,-74.84,ok,1091.939
1092.5,-74.84,ok,1092.886
1093.0,-74.84,ok,1092.886
1093.5,-74.84,ok,1093.833
1094.0,-74.84,ok,1093.833
1094.5,-74.84,ok,1094.780
1095.0,-74.84,ok,1094.780
1095.5,,gap,1095.727
1096.0,,gap,1095.727
1096.5,,gap,1096.673
1097.0,,gap,1096.673
1097.5,,gap,1097.620
1098.0,,gap,1097.620
1098.5,-74.84,ok,1098.567
1099.0,-74.84,ok,1098.567
1099.5,-74.84,ok,1099.514
1100.0,-74.84,ok,1100.460
1100.5,-74.84,ok,1100.460
1101.0,-74.84,ok,1101.407
1101.5,-74.84,ok,1101.407
1102.0,,gap,1102.354
1102.5,,gap,1102.354
1103.0,,gap,1103.301
1103.5,,gap,1103.301
1104.0,,gap,1104.248
1104.5,,gap,1104.248
1105.0,-74.84,ok,1105.194
1105.5,-74.84,ok,1105.194
1106.0,,gap,1106.141
1106.5,,gap,1106.141
1107.0,,gap,1107.088
1107.5,,gap,1107.088
1108.0,,gap,1108.035
1108.5,,gap,1108.035
1109.0,-74.84,ok,1108.981
1109.5,-74.84,ok,1109.928
1110.0,-74.84,ok,1109.928
1110.5,-74.84,ok,1110.875
1111.0,-74.84,ok,1110.875
1111.5,-74.84,ok,1111.822
1112.0,-74.84,ok,1111.822
1112.5,-74.84,ok,1112.769
1113.0,-74.84,ok,1112.769
1113.5,-74.84,ok,1113.715
1114.0,-74.84,ok,1113.715
1114.5,-74.84,ok,1114.662
1115.0,-74.84,ok,1114.662
1115.5,-74.84,ok,1115.609
1116.0,-74.84,ok,1115.609
1116.5,-74.84,ok,1116.556
1117.0,-74.84,ok,1116.556
1117.5,-74.65,ok,1117.502
1118.0,,gap,1118.449
1118.5,,gap,1118.449
1119.0,,gap,1119.396
1119.5,,gap,1119.396
1120.0,,gap,1120.343
1120.5,,gap,1120.343
1121.0,-74.84,ok,1121.289
1121.5,-74.84,ok,1121.289
1122.0,-74.84,ok,1122.236
1122.5,-74.84,ok,1122.236
1123.0,-74.84,ok,1123.183
1123.5,-74.84,ok,1123.183
1124.0,-74.84,ok,1124.130
1124.5,-74.84,ok,1124.130
1125.0,-74.84,ok,1125.077
1125.5,-74.84,ok,1125.077
1126.0,-74.84,ok,1126.023
1126.5,-74.84,ok,1126.970
1127.0,-74.84,ok,1126.970
1127.5,-74.84,ok,1127.917
1128.0,-74.84,ok,1127.917
1128.5,-74.84,ok,1128.864
1129.0,-74.84,ok,1128.864
1129.5,-74.84,ok,1129.810
1130.0,-74.84,ok,1129.810
1130.5,-74.84,ok,1130.757
1131.0,-74.84,ok,1130.757
1131.5,-74.84,ok,1131.704
1132.0,-74.84,ok,1131.704
1132.5,-74.84,ok,1132.651
1133.0,-74.84,ok,1132.651
1133.5,-74.84,ok,1133.598
1134.0,-74.84,ok,1133.598
1134.5,-74.84,ok,1134.544
1135.0,-74.84,ok,1134.544
1135.5,-74.84,ok,1135.491
1136.0,-74.84,ok,1136.438
1136.5,-74.84,ok,1136.438
1137.0,-74.84,ok,1137.385
1137.5,-74.84,ok,1137.385
1138.0,-74.84,ok,1138.331
1138.5,-74.84,ok,1138.331
1139.0,-74.84,ok,1139.278
1139.5,-74.84,ok,1139.278
1140.0,-74.84,ok,1140.225
1140.5,-74.84,ok,1140.225
1141.0,-74.84,ok,1141.172
1141.5,-74.84,ok,1141.172
1142.0,-74.84,ok,1142.119
1142.5,-74.84,ok,1142.119
1143.0,-74.84,ok,1143.065
1143.5,-74.84,ok,1143.065
1144.0,-74.84,ok,1144.012
1144.5,-74.84,ok,1144.959
1145.0,-74.84,ok,1144.959
1145.5,-74.84,ok,1145.906
1146.0,-74.84,ok,1145.906
1146.5,-74.84,ok,1146.852
1147.0,-74.84,ok,1146.852
1147.5,-74.84,ok,1147.799
1148.0,-74.84,ok,1147.799
1148.5,-74.84,ok,1148.746
1149.0,-74.84,ok,1148.746
1149.5,-74.84,ok,1149.693
1150.0,-74.84,ok,1149.693
1150.5,,gap,1150.640
1151.0,,gap,1150.640
1151.5,,gap,1151.586
1152.0,,gap,1151.586
1152.5,,gap,1152.533
1153.0,,gap,1152.533
1153.5,-74.47,ok,1153.480
1154.0,-74.84,ok,1154.427
1154.5,-74.84,ok,1154.427
1155.0,-74.84,ok,1155.373
1155.5,-74.84,ok,1155.373
1156.0,-74.84,ok,1156.320
1156.5,-74.84,ok,1156.320
1157.0,-74.84,ok,1157.267
1157.5,-74.84,ok,1157.267
1158.0,-74.84,ok,1158.214
1158.5,-74.84,ok,1158.214
1159.0,-74.84,ok,1159.160
1159.5,-74.84,ok,1159.160
1160.0,-74.84,ok,1160.107
1160.5,-74.84,ok,1160.107
1161.0,-74.84,ok,1161.054
1161.5,-74.84,ok,1161.054
1162.0,-74.84,ok,1162.001
1162.5,-74.84,ok,1162.948
1163.0,-74.84,ok,1162.948
1163.5,,gap,1163.894
1164.0,,gap,1163.894
1164.5,,gap,1164.841
1165.0,,gap,1164.841
1165.5,,gap,1165.788
1166.0,,gap,1165.788
1166.5,-74.84,ok,1166.735
1167.0,-74.84,ok,1166.735
1167.5,-74.84,ok,1167.681
1168.0,-74.84,ok,1167.681
1168.5,-74.84,ok,1168.628
1169.0,-74.84,ok,1168.628
1169.5,-74.84,ok,1169.575
1170.0,-74.84,ok,1169.575
1170.5,-74.84,ok,1170.522
1171.0,-74.84,ok,1171.469
1171.5,-74.84,ok,1171.469
1172.0,-74.84,ok,1172.415
1172.5,-74.84,ok,1172.415
1173.0,-74.84,ok,1173.362
1173.5,-74.84,ok,1173.362
1174.0,-74.84,ok,1174.309
1174.5,-74.84,ok,1174.309
1175.0,-74.84,ok,1175.256
1175.5,-74.84,ok,1175.256
1176.0,-74.84,ok,1176.202
1176.5,-74.84,ok,1176.202
1177.0,-74.84,ok,1177.149
1177.5,-74.84,ok,1177.149
1178.0,-74.84,ok,1178.096
1178.5,-74.84,ok,1178.096
1179.0,-74.84,ok,1179.043
1179.5,-74.84,ok,1179.043
1180.0,-74.84,ok,1179.990
1180.5,-74.84,ok,1180.936
1181.0,-74.84,ok,1180.936
1181.5,-74.84,ok,1181.883
1182.0,-74.84,ok,1181.883
1182.5,-74.84,ok,1182.830
1183.0,-74.84,ok,1182.830
1183.5,,gap,1183.777
1184.0,,gap,1183.777
1184.5,,gap,1184.723
1185.0,,gap,1184.723
1185.5,,gap,1185.670
1186.0,,gap,1185.670
1186.5,-74.84,ok,1186.617
1187.0,-74.84,ok,1186.617
1187.5,-74.84,ok,1187.564
1188.0,-74.84,ok,1187.564
1188.5,-74.84,ok,1188.511
1189.0,-74.84,ok,1189.457
1189.5,-74.84,ok,1189.457
1190.0,-74.84,ok,1190.404
1190.5,-74.84,ok,1190.404
1191.0,-74.84,ok,1191.351
1191.5,-74.84,ok,1191.351
1192.0,-74.84,ok,1192.298
1192.5,-74.84,ok,1192.298
1193.0,-74.84,ok,1193.244
1193.5,-74.84,ok,1193.244
1194.0,,gap,1194.191
1194.5,,gap,1194.191
1195.0,,gap,1195.138
1195.5,,gap,1195.138
1196.0,,gap,1196.085
1196.5,,gap,1196.085
1197.0,-74.84,ok,1197.032
1197.5,-74.84,ok,1197.032
1198.0,-74.84,ok,1197.978
1198.5,-74.84,ok,1198.925
1199.0,-74.84,ok,1198.925
1199.5,-74.84,ok,1199.872
1200.0,-74.84,ok,1199.872
1200.5,-74.84,ok,1200.819
1201.0,-74.84,ok,1200.819
1201.5,-74.84,ok,1201.765
1202.0,-74.84,ok,1201.765
1202.5,-74.84,ok,1202.712
1203.0,-74.84,ok,1202.712
1203.5,-74.84,ok,1203.659
1204.0,-74.84,ok,1203.659
1204.5,-74.84,ok,1204.606
1205.0,-74.84,ok,1204.606
1205.5,-74.84,ok,1205.552
1206.0,-74.84,ok,1205.552
1206.5,-75.03,ok,1206.499
1207.0,,gap,1207.446
1207.5,,gap,1207.446
1208.0,,gap,1208.393
1208.5,,gap,1208.393
1209.0,,gap,1209.340
1209.5,,gap,1209.340
1210.0,,gap,1210.286
1210.5,,gap,1210.286
1211.0,,gap,1211.233
1211.5,,gap,1211.233
1212.0,,gap,1212.180
1212.5,,gap,1212.180
1213.0,,gap,1213.127
1213.5,,gap,1213.127
1214.0,,gap,1214.073
1214.5,,gap,1214.073
1215.0,,gap,1215.020
1215.5,,gap,1215.967
1216.0,,gap,1215.967
1216.5,,gap,1216.914
1217.0,,gap,1216.914
1217.5,,gap,1217.861
1218.0,,gap,1217.861
1218.5,,gap,1218.807
1219.0,,gap,1218.807
1219.5,,gap,1219.754
1220.0,,gap,1219.754
1220.5,,gap,1220.701
1221.0,,gap,1220.701
1221.5,,gap,1221.648
1222.0,,gap,1221.648
1222.5,,gap,1222.594
1223.0,,gap,1222.594
1223.5,,gap,1223.541
1224.0,,gap,1223.541
1224.5,,gap,1224.488
1225.0,,gap,1225.435
1225.5,,gap,1225.435
1226.0,,gap,1226.382
1226.5,,gap,1226.382
1227.0,,gap,1227.328
1227.5,,gap,1227.328
1228.0,,gap,1228.275
1228.5,,gap,1228.275
1229.0,,gap,1229.222
1229.5,,gap,1229.222
1230.0,,gap,1230.169
1230.5,,gap,1230.169
1231.0,,gap,1231.115
1231.5,,gap,1231.115
1232.0,,gap,1232.062
1232.5,,gap,1232.062
1233.0,,gap,1233.009
1233.5,,gap,1233.956
1234.0,,gap,1233.956
1234.5,,gap,1234.903
1235.0,,gap,1234.903
1235.5,,gap,1235.849
1236.0,,gap,1235.849
1236.5,,gap,1236.796
1237.0,,gap,1236.796
1237.5,,gap,1237.743
1238.0,,gap,1237.743
1238.5,,gap,1238.690
1239.0,,gap,1238.690
1239.5,,gap,1239.636
1240.0,,gap,1239.636
1240.5,,gap,1240.583
1241.0,,gap,1240.583
1241.5,,gap,1241.530
1242.0,,gap,1241.530
1242.5,,gap,1242.477
1243.0,,gap,1243.424
1243.5,,gap,1243.424
1244.0,,gap,1244.370
1244.5,,gap,1244.370
1245.0,,gap,1245.317
1245.5,,gap,1245.317
1246.0,,gap,1246.264
1246.5,,gap,1246.264
1247.0,,gap,1247.211
1247.5,,gap,1247.211
1248.0,,gap,1248.157
1248.5,,gap,1248.157
1249.0,,gap,1249.104
1249.5,,gap,1249.104
1250.0,,gap,1250.051
1250.5,,gap,1250.051
1251.0,,gap,1250.998
1251.5,,gap,1251.944
1252.0,,gap,1251.944
1252.5,,gap,1252.891
1253.0,,gap,1252.891
1253.5,,gap,1253.838
1254.0,,gap,1253.838
1254.5,,gap,1254.785
1255.0,,gap,1254.785
1255.5,,gap,1255.732
1256.0,,gap,1255.732
1256.5,,gap,1256.678
1257.0,,gap,1256.678
1257.5,,gap,1257.625
1258.0,,gap,1257.625
1258.5,,gap,1258.572
1259.0,,gap,1258.572
1259.5,,gap,1259.519
1260.0,,gap,1260.465
1260.5,,gap,1260.465
1261.0,,gap,1261.412
1261.5,,gap,1261.412
1262.0,,gap,1262.359
1262.5,,gap,1262.359
1263.0,,gap,1263.306
1263.5,,gap,1263.306
1264.0,,gap,1264.253
1264.5,,gap,1264.253
1265.0,,gap,1265.199
1265.5,,gap,1265.199
1266.0,,gap,1266.146
1266.5,,gap,1266.146
1267.0,,gap,1267.093
1267.5,,gap,1267.093
1268.0,,gap,1268.040
1268.5,,gap,1268.040
1269.0,,gap,1268.986
1269.5,,gap,1269.933
1270.0,,gap,1269.933
1270.5,,gap,1270.880
1271.0,,gap,1270.880
1271.5,,gap,1271.827
1272.0,,gap,1271.827
1272.5,,gap,1272.774
1273.0,,gap,1272.774
1273.5,,gap,1273.720
